Prot_FDR_confidence;Accession;Description;SV1_Abund.;SV2_Abund.;SV3_Abund.;SV4_Abund.;SV5_Abund.;SV6_Abund.;SV7_Abund.;SV8_Abund.;SV9_Abund.;SV10_Abund.;SV11_Abund.;SV17_Abund.;SV20_Abund.;SV21_Abund.;SV22_Abund.;SV23_Abund.;SV24_Abund.;SV27_Abund.;SV29_Abund.;SV30_Abund.;SV31_Abund.;SV32_Abund.;SV33_Abund.;SV34_Abund.;SV38_Abund.;SV41_Abund.;SV42_Abund.;SV43_Abund.;SV44_Abund.;SV47_Abund.;SV48_Abund.;SV49_Abund.;SV51_Abund.;SV52_Abund.;SV53_Abund.;SV54_Abund.;SV55_Abund.;SV56_Abund.;SV57_Abund.;SV58_Abund.;SV59_Abund.;SV60_Abund.;SV61_Abund.;SV62_Abund.;SV63_Abund.;SV64_Abund.;SV65_Abund.;SV66_Abund.;SV67_Abund.;SV68_Abund.;SV69_Abund.;SV70_Abund.;SV71_Abund.;SV72_Abund.;SV73_Abund.;SV74_Abund.;SV75_Abund.;SV76_Abund.;SV77_Abund.;SV78_Abund.;SV79_Abund.;SV80_Abund.;SV81_Abund.;SV82_Abund.;SV83_Abund.;SV84_Abund.;SV85_Abund.;SV86_Abund.;SV87_Abund.;SV88_Abund.;Biological_Process;Cellular_Component;Molecular_Function;Amount_1;Percentage_1;Amount_2;Percentage_2;Amount_NSSI;Percentage_NSSI;Amount_HC;Percentage_HC
High;P59998;Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3;6212159.969;;15598140.34;21023771;12540169;;1198928.438;636698.4375;295855.4688;;1316218.25;1386098.5;5087769.797;5702301.5;1904818.875;1257291.25;10409474;3416184.125;5422986.688;7039939;18034587.25;3312184.125;483950.0625;3795990.406;10074590.8;17265762;11390897.75;14921360.5;12116336;24860245.56;6127967.5;5900779;16994083.75;14213699.42;1280040.5;10103580.88;12078698.69;4223555.5;19546191;12452063.94;173871.7813;4620640.938;31589013.38;20609921.48;7931970.75;4427779.375;28912780;15942606.23;218017.0938;10152766;12521032.5;20356141.75;2947795.5;8875593.75;3105428.813;14734766.75;17837278;20238509.13;15075919.13;3111305.75;6189002.125;1246137.5;872959;;12276639.94;13363180.69;8801236.375;8795450.938;160670.7031;10947147;cell organization and biogenesis;"cytosol;cytoskeleton;nucleus;other cell component";"cytoskeletal activity;other molecular function";66;94.29;66;94.29;33;91.67;33;97.06
High;Q9NVJ2;ADP-ribosylation factor-like protein 8B OS=Homo sapiens OX=9606 GN=ARL8B PE=1 SV=1;6110312.5;;6939708.5;;6979578.5;3582767.75;2655696.75;7442581.188;10668039;16768677;;6626878.125;6640650;487301.3438;;28509976.25;;6076259.75;3374315.375;2030003.75;1396514.75;697245.125;514753.5;829553.0313;;587391.1875;1258664.625;3849813.188;1663824.5;;;;749857.25;;;785340.6875;765452.125;913611.3125;;962976.8125;;1958260.5;;;;494998.1563;;;;1735482.25;1729856.625;;982438.6563;1881376.594;333680.0313;5708793.5;;799879.25;2858802.688;4990669.688;661533.75;290844.5;;5732646;;1062482.625;879841.4063;;1167883.5;;"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;other biological processes";"other membranes;cytosol;cytoskeleton;other cytoplasmic organelle;other cell component";"cytoskeletal activity;other molecular function";45;64.29;45;64.29;25;69.44;20;58.82
High;Q07065;Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2;6047808.5;17938448;27512440;20746844;9239741;6649851;14763965.75;14741433;13820548;29383228;15653261;31066240;10547677;26249348;36011592;35190672;30249486;13584265;6338885.5;42445212;23854458;31166336;28380140;7935566.5;10610405.25;59440696;27122870.75;26342141.5;43146206.5;15700398;19806792;75688002;13746079.5;30274792;51988584;40009304;36039224;52775076.5;80168172;38314474.25;10170665;46784947;40752418;28324631.75;52731464.5;61093062.25;54365296;53242720;60613255;36721815;15284016.5;6617521;7455879.5;25508449;10469135.75;28416816;;3842453;23957706;37762432;20023245.25;31915776;29191803;24226780;42454708.5;32124113.38;21661050;47246028;58402116;54148764;;"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component";;69;98.57;69;98.57;36;100;33;97.06
High;Q9Y3I0;RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1;6017625.938;20077220.13;22438480.25;41947952.94;16217602.88;19366604.69;7596526.531;40093314.63;91472623.31;61939453.69;16242904.66;41113732.88;17625366.95;13783507.84;8225203.688;46403208.94;35059289.38;28259756.81;18008351.25;12196252.92;6077733.219;3461879.922;3830777.578;768209.1875;3743828.125;10780493.84;20391644.31;18118426.44;28311842.16;19145740.31;28198398.38;22345760.94;19318147.25;2652388.469;37004979.5;19274300.75;13986381.81;1367933.75;27551114.94;5020946.516;946334.8984;5153200.75;41581276.38;6536629.75;4520876.781;10946793.75;16607516.44;29205873.88;13244608.25;14047292.03;452745.9375;23352412.25;4685838.625;5464088;1075868.262;12807398.19;20992831.64;4243228.25;5913242.414;9641654.141;338342.8438;5416829.688;3468070.563;11903583.84;2055928.625;9169737.813;2878859.625;12149510.94;15161014.44;13361545.75;"RNA metabolism OR transcription;other metabolic processes";"cytosol;nucleus;other cell component";"cytoskeletal activity;other molecular function";70;100;70;100;36;100;34;100
High;D6RHI9;Ribonuclease T2 (Fragment) OS=Homo sapiens OX=9606 GN=RNASET2 PE=1 SV=8;5908882.25;35106428.75;30032589.38;31542729.88;15445520.31;3333621.25;9035299.625;27801030.88;15584394.25;39832512;12211362.31;28586020.81;17941360.19;10654657.94;9223005;29856999.19;22864409.94;25240222.75;7888799.75;8500372.5;3848360.813;11783518.55;12231890.03;3294016.375;4139987.438;10954525.5;9329735.875;9103454.5;11384983.88;6539258.5;17325140.25;33630490.44;16184252.75;8024200.875;48579501.63;23928172.5;11212097.25;15469393.63;17207957.38;2945154.438;3369301.938;5425393.125;26444058.13;29011809.25;31414203.44;13897973.75;13907968.75;36805530.38;54774280.75;9058089.5;1901234.422;10692738.75;4419099.469;2264752.594;283135.6875;6753998.75;13613431.5;1013627.5;10879234.94;11892184.13;3061097.578;7786697.656;3234377.25;31471021.38;12817335.59;9260417.563;1712456.969;5358393.563;22913823.75;19230173.31;"RNA metabolism OR transcription;other metabolic processes";other cytoplasmic organelle;"nucleic acid binding activity;other molecular function";70;100;70;100;36;100;34;100
High;P50416;Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2;5877183;35133988;32507470;40924812;18266054.59;20508795.25;10731250;28913726;29095516;44057612;9822671;32466042;21826511.63;12222402;16013915;50229169.5;31603728;36039040.25;18735488.19;16343582;6100845;5302007;6718390;359081.4375;8318599.5;3510242;25705324;16894486;14426727;12376384;24972154;;16407466;6352258;41898545.63;15043659;9430753;3124194;16567442;5609791;;3942034.75;37918000;17576182;10275663;11445462;31882266;32128700;36422804;21108882;1248186.375;36815848;;4391114;2623644.75;20148144;28101951.31;7539308;10934302;22261632;1401677.5;590083.125;6080603.5;14846257;6171046;9166513;;9582801;13959408;16796026;"other metabolic processes;transport;developmental processes;other biological processes";"other membranes;mitochondrion";other molecular function;66;94.29;66;94.29;35;97.22;31;91.18
High;P05387;60S acidic ribosomal protein P2 OS=Homo sapiens OX=9606 GN=RPLP2 PE=1 SV=1;5816900.531;31720860.5;2798596.25;27903149.5;15070741.5;20258418.38;4735045.5;36131079.38;20937700.44;24492357;21434123.75;131429157.8;52711260.5;10294372.75;17901869.75;142502524.8;64439270.75;102229581.3;43408886.31;24147433.5;6837587;3398896.75;6981055;5962189;2115077;;22923757.81;14853973.25;10475135.25;11472606.13;7366588.625;13206245;20828553.5;9513201.5;30150579;;7162663;;;10886882.5;2628991.625;7780516.75;22752684;12701482.13;9581792.25;34910472.25;16657196.13;20521565.69;49859705.25;9368039.813;7598817.75;4922152.25;;13990717.88;1484392.375;5711370.75;7036199.375;2053955.25;4362773.438;6671817;6598529;16771463.25;7529874.25;23194134.06;4649764;5079280;5820133;12484403;10065862.5;7472870.75;"protein metabolism;other metabolic processes";"cytosol;translational apparatus";other molecular function;65;92.86;65;92.86;35;97.22;30;88.24
High;P27348;14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;5713545.438;47998184.5;18732497.31;54297043;15909535.5;10207040.44;9550287.375;20185956;1693205.125;19473616;3325533.875;12382017.19;3062206.5;2153404.266;10664929.88;25449133.94;10999891.53;7695571.781;325322.4688;16698110.88;6239014.313;13981012.67;9445135;2036364.531;24475147.03;14097473;12805470.88;8124508.25;33063767.25;16260631.69;24373034.63;38151985.5;25588962.75;4408388.5;27452685.5;37881123.44;23702843.56;35601362.75;29450799.28;31304515;9783890.5;8055703.75;21251470.88;16929387.63;10437736.44;19796137.84;21378468;30397678;60361094.63;11043197.22;2678799.609;22285497.25;5614470.625;3210047.813;354347.7813;6390627.5;5928791.234;7663027.375;17047368.75;10301399.38;8475753.719;7479921.828;20285828;3455915;9724625.594;11922833.92;6292929.406;9170832.75;6526186.5;12675727.88;"transport;signal transduction;other biological processes";"cytosol;other cell component";other molecular function;70;100;70;100;36;100;34;100
High;Q16775;Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=2;5711474.156;1675821.813;1070543.5;8767432.25;14873123.41;9921919.813;1600716.313;24501929.75;6450517.25;14888154.25;3731621.25;2574219.25;5325992.438;1253846.113;649553.0508;5507693.063;243000.375;16394257.94;7828321.375;791924.6875;3057014.281;3124911.25;898920.6563;;1437962.344;;6758748.25;2175129.75;6515033.313;2816074.938;7943844.25;;;7036704;;;2427902.75;5868063.375;;;1975201.875;6205547.555;934361.3125;8982805.5;;799225;2245117.75;2531592.5;5629107;2017205.531;;1765299.875;5536219;;275904.3984;2469971.313;1719944.5;924980.3438;1323588.75;6528367.5;;2743630.5;650193.0781;327560.3125;;;;6290584.375;820344.375;569116.375;other metabolic processes;"cytosol;mitochondrion;other cell component";other molecular function;55;78.57;55;78.57;32;88.89;23;67.65
High;P07954;Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3;5708406.25;5698634.688;7966957.125;24365129.38;5610658.305;14783965.38;1592078.949;6878170.188;6040921.938;10204737.63;3923524.438;13349600.59;4419539.828;6664773.672;1305592.875;20619973.67;4396415.438;11727340.81;7113344.203;1672607.563;4820556.797;;;358796.3125;714948.6875;;13654633.38;4403887;3868438.625;5131844.063;5010438.906;777500.75;3913331.922;4893942.5;10092820.5;1199654.625;1680365;35679820;2256449.875;;197625.8281;27184280;6087571.844;127212.6953;632550.6875;13530112.19;4002468.25;14992747.75;6164325.25;3280083.594;9465015;13568477.03;1638516.047;19545130.06;5394428.688;2264769.25;2994310.813;4933084.953;3814131.75;7076073.75;466408.2813;12290879.97;622188.5;6811599.375;10991926.38;1418894.891;15031659.16;7017240.031;8726758.75;6384262.375;"DNA metabolism;other metabolic processes;stress response;other biological processes";"cytosol;mitochondrion;nucleus;other cell component";other molecular function;66;94.29;66;94.29;33;91.67;33;97.06
High;P53582;Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2;5699764.25;18663174.5;18152246;25344860.63;11445841.13;19910088.5;705343.875;9376725.5;38217457.5;28440649.38;14485797.2;26314627.31;7486509.563;15380604.38;1844724.188;26451656.75;1597729;17683515;5300774.094;10316386;7076474.875;320928.6563;6412214.43;7615794.547;6771218.5;9578891.375;15701955.91;12635639;27337167.25;8789322.5;29698288.5;13715138.25;18903639;14942406.25;1241964.625;17013492;15556160.88;13578674;1331737.875;23218901.41;88791.84375;6462048.5;16629348;23530902.75;17411456.88;42470177.75;38486966.56;31950241;59881428.88;32781304.75;2266133.563;4533198.75;14951728.67;5088187.281;9929860.25;27833796;7512972.75;12400543.25;8859837.219;8530442;223708.375;7118607.75;12518865.03;20413540.5;8736187.063;6472744.938;;2252778;19271012.38;6391974.5;"protein metabolism;other metabolic processes;other biological processes";"cytosol;other cell component";other molecular function;69;98.57;69;98.57;36;100;33;97.06
High;P06744;Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4;5682109.313;1272228.25;33271913.75;36539762.38;23264376.38;18354280.94;4976165.875;12954508.56;37898319.75;56616785;12339367.25;42116058.13;26400416.5;2355681.844;3338521.063;101434694.5;12729210.56;35251629.88;16555937.88;324372.9688;2093901.266;16166711;473344.6563;5712227.719;7946771.438;569531.0625;10685898.13;8871184.75;10409463.38;7756127.625;8809529.875;1020073.5;5054523.75;3226115.359;39088120;;3503268.25;4531164.188;1535548.5;716209.3125;6470373;;17243622.94;;15283971.31;14596551.56;15637192;16616005.91;7616056.75;3492972.063;9909727.656;15894908.75;7458667.867;10997355;6924781;9152416.25;19742400.88;271846.75;1736906.438;10100020.22;7263770.5;3312755.25;;19941564.38;1552662.063;11214184.5;;5228982.125;4579691.5;4048583.406;"other metabolic processes;stress response;developmental processes;signal transduction;other biological processes";"non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component";"signal transduction activity or receptor binding;other molecular function";65;92.86;65;92.86;36;100;29;85.29
High;P05141;ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7;5659750.25;24527004;27325567.88;60756792.56;25462299.13;22067298.63;9276578.125;22977393.19;47156376.63;77377270.5;25311638.25;66147312.14;34476731;14142002.73;9212888.227;79742591;36035723.56;62531759.69;21555351.75;2993130.656;5449057.5;8996200.188;6241014.25;1415750;4395308.063;8666582.688;18090908.25;4046976.75;11073656.5;5880185.938;19958024.25;18031562.86;21620337.19;6192117.969;62127772.5;30719314.5;29984262.38;15239053.81;38488865.64;20652404.79;1193101.5;5894064.906;30744148.44;12315322.78;28632154.88;14851519.59;26637516.25;48475447.16;43957487.51;11331745.5;741200.5313;21880485.53;1788870.688;3043533.5;175755.7188;10070955.19;8695546.563;3523448.297;6768163.813;8569304.25;3571070.563;3977713.188;9393800.125;14485403.91;13968659.38;9374044.75;1060340.938;10709261.06;11251378;20159487.5;"cell organization and biogenesis;other metabolic processes;transport;developmental processes;other biological processes";"plasma membrane;other membranes;cytoskeleton;mitochondrion";"transporter activity;other molecular function";70;100;70;100;36;100;34;100
High;Q04941;Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1;5609314.5;12484388;12543684;31224716;11911565;15824930;5434310.5;20158574;21604112;16936164;;;;;;;;;;;;3422736.25;2573295.75;3805141.75;;;;6200479;5772707;;7440361;7507251.5;5072065.5;1143469.125;;5413969;6138748.5;7504469.5;12416750;6444564;;3157717;1557221.25;1483076.5;;2176061.75;;;;1003458.938;2368084.5;3117519.5;;2942609;688376.75;10183151;10049839;7852751;7496624;14886717;1214981.125;2817705;2736259.75;;3150077.75;3740873.25;;5291372.5;4149759.75;6490035;"transport;signal transduction;other biological processes";"plasma membrane;other membranes;ER/Golgi";"transporter activity;other molecular function";46;65.71;46;65.71;21;58.33;25;73.53
High;P07737;Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2;5540936.875;30335236;31220640.81;33198190.56;12457122.75;16126308.5;9724341.75;32991031.75;29915261;33997614.5;4003364.25;2574348.25;2365988.563;5248456.938;5789292.5;;10464170;2825035.75;1690685;9381251;17538504.88;6409641.875;2520724.813;470436.8438;4881372.688;12060076;8880638;11424599.81;18067448.63;19479401.5;8097320.875;971774.125;19514501.81;10400362.75;12135849.25;20693971.88;10651818.38;12418323.88;1651370.5;3270144.5;3461941.75;2137137;15147443.63;5127142.313;19090860.31;930435.625;18502046.25;4068327.938;53280538.75;2341687.75;;6245802.5;223462.1563;500647.8438;3736185.75;10509455.88;8250881;866686.4375;12867706.81;9668428.125;416839.1875;2858186.016;;11017409;10884934.31;4655349.5;;;13177772;9162468;"cell organization and biogenesis;developmental processes;other biological processes";"cytosol;cytoskeleton;nucleus;other cell component";"cytoskeletal activity;other molecular function";65;92.86;65;92.86;34;94.44;31;91.18
High;P62241;40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2;5528040.234;3983356.813;5323288.5;13766362;2261372.094;;7438709.563;7195135.25;19607896.88;5038045.25;2691783.125;19990958.75;12332262.13;2935479.75;4504924;18315478.63;11323623.91;25610168.5;4031941.375;12420331.63;6519053.406;8314088.813;9442434.469;325496.125;3595135.156;4020763.625;;864609.5;;2639602.375;5852903.5;4475604.063;11283736.38;9263888.5;5923553;18448831.19;22423870.25;7786821.219;28201426.5;3277785.75;9717222.172;15368083.13;1836946.375;2499202.766;6869962.625;5779848;4152633.875;4926915.875;14014206;10368725.69;3940699.813;3819114.5;4598111.719;11333669.09;1811501.484;1960854.281;1419340.625;13295382.69;11764027.63;991093.9375;3209318.406;5437618.672;8388768.281;2385990.5;4533976.938;5816564.375;3967523.125;7219449.625;7721368.938;1582353.125;"protein metabolism;RNA metabolism OR transcription;other metabolic processes";"cytosol;ER/Golgi;translational apparatus;nucleus;other cell component";other molecular function;67;95.71;67;95.71;33;91.67;34;100
High;P42765;3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;5483276.594;16001109.77;35931366.34;32761424.31;12431030.09;26286307.62;15243510.5;18474928.38;6249426.344;14705564.11;1453397.328;10779267.75;6558043;6937439.563;18972298.69;96316006.44;22848627.31;21754935.75;15880547.63;6944092;3531428.5;9056391.969;7049512.938;3151036.781;14659075.53;21216900.69;53321068;20316223.13;23084003.31;16974867.56;34225693.19;21954576.31;44940410.5;3307438;12027791.81;5273838.516;7999623;16115093.38;11709410.38;19604442.19;5117190;2224341.703;11884796.25;25793303.63;14048040.44;13330795.25;24160680.5;40903018.39;25133820.95;10734116.36;4805558.75;5503464.875;14582366.41;1920705.375;5015234.766;26893898.13;29556786.02;4042785.195;21596532.25;1228826.313;5331813.125;5593544.852;19918770.42;20757315.45;26615954.06;7318286.438;10353902.59;10867182;20054599.56;23013682.38;"cell organization and biogenesis;other metabolic processes;stress response;transport";mitochondrion;other molecular function;70;100;70;100;36;100;34;100
High;Q9UJY1;Heat shock protein beta-8 OS=Homo sapiens OX=9606 GN=HSPB8 PE=1 SV=1;5469913.422;16744041.5;13353906.13;23769868.5;8286382.875;10100949.75;5953783.75;22557252.75;16829495.94;29240716.34;6856319.313;13138132;10668175.51;14634457.24;18214251.09;12495165;23176724.09;15207205.45;11232642.97;17234779.06;3634174.641;257559.4688;;114832.0625;10423028.31;5585450.563;10207707.55;9375213.75;12334675.69;13984349.03;8527992.813;;17468257.13;3029700.313;15721888.17;13846098;700771.625;427718.7813;10358287.5;5615778.313;3486385;4090188.258;20972877.31;17056500.69;3882440.5;19221838;19345016.34;;10231100.38;17637687.13;;12942662.5;122640.8984;75237.15625;1836357.5;20303504.81;9253895.375;6163798.063;7122507.813;10804828.06;;;206906.4219;7242376;7405317.219;8207259.719;66224.57813;7957290.813;13700661.63;25036379.38;"protein metabolism;other metabolic processes;stress response;other biological processes";"cytosol;nucleus;other cell component";other molecular function;64;91.43;64;91.43;34;94.44;30;88.24
High;P62318;Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens OX=9606 GN=SNRPD3 PE=1 SV=1;5443378.5;11915583;20231486;12819803;;15313988;;;;;7833856.313;20420513.25;11900606;4403849.5;;32112712;12399181;21149560.25;7796825.25;;;;;;5037880.125;;14466897.5;8264070.5;11841330.63;;;14479977;12650294;1887931.625;22668954;;;5915507.5;6223670;4018698.75;2986296.25;4303835.5;14508076;;12328351;;;19119776;;8365465;4791047.5;10933430;;5158120.5;;12912858;10481438;4421158;6565508;6290397.5;;1062015.25;;9204816;;8792500;;2436929.25;;;"cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes";"cytosol;nucleus;other cell component";"nucleic acid binding activity;other molecular function";42;60;42;60;21;58.33;21;61.76
High;P48594;Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2;5272824.656;13656948;33862274.25;2566592.375;63055347.63;11028777.69;936453.6875;13077092.75;2326655.5;31628592.25;3977277.875;6131396.375;203426.6719;8840124.5;458105.375;6570431.125;12083960.94;41778989.19;3248305.344;5666727.25;352658.7813;4226484.5;307680.2188;6721788.25;;5909260;11384501.56;7536430.75;602625.375;3383709.5;24594219.75;2807568.938;4643742;2628039.625;239093575;7135944.75;5046763.5;18804382.5;7532231.5;1756500;2164422.25;2250465.594;8430146;2012959.219;4089101.906;8960181.875;27318676.75;4675649;;1067679.125;15034094.44;11620811.5;1364788.875;6154446.25;3670470.031;13780415.59;9380242;15216165.5;5928642.188;5468645.25;2809837.906;4270803.063;4925947.75;7615318.344;13895529.13;;14342150.41;2997863.906;32464021;11414428.66;other biological processes;"non-structural extracellular;other cell component";"enzyme regulator activity;other molecular function";67;95.71;67;95.71;35;97.22;32;94.12
High;P46783;40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;5192935.188;2144292.563;8671283.25;8148076.375;2108179.188;16111892.08;1026141.563;2774694.188;4159627.625;6505737;3193995;22651186;17197650.97;845908.5625;;53645346.03;1357506.625;20656868;7369255.539;;716206.8125;572712.125;507202.8438;;;555921.3125;1710033.594;3413476.5;898379;2321495.969;;;2255814.25;;12820687.5;3410351.75;2269853.5;;988687.75;;266859.6875;;5502179;;1044146.688;998553.6875;2368340.875;2517239.25;1674940.625;858947.1875;;2369518.938;;;;2932793.625;5612802.188;;252102.5625;4575253.813;1433768.125;124067.2266;528400;1126137;2849482.25;;130352.3203;;1350680.25;3607070.625;"protein metabolism;other metabolic processes";"cytosol;translational apparatus;nucleus";other molecular function;52;74.29;52;74.29;28;77.78;24;70.59
High;P35232;Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;5106011.506;26366424.88;67966406.41;27536899.09;15273359.63;30474576.95;16419748.39;17661553.41;63417834.31;67099333.31;21049540.52;54353366.02;17751922.74;27575598.68;25597024.62;166831255.2;47452673.81;84530099.13;38590093.48;3663433.98;7638500.844;11407604.83;8402192.834;6364208.359;15640165.78;6448982.535;39526274.5;18498798.86;20143578;39256583.53;48511260.84;5473196.984;15582026.22;3776141.039;88500545.13;7028753.938;27517650.89;20715982.84;29919492.72;20895848.84;2325374.75;11514738.81;64055892.22;17709697.22;33680097.64;12748197.11;55981826.94;18565014.88;27471926.13;21292779.94;2443172.063;29453864.55;24312111.38;6782137.697;21854.79102;40938308.56;32151530.25;7706138.359;16565488.89;14286724.91;744802.3047;3386627;16106993.55;23744337.8;7255213.67;7974137.602;3192859.338;6114688.281;27575355.38;8930121.625;"cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes";"plasma membrane;other membranes;mitochondrion;nucleus;other cytoplasmic organelle;other cell component";"signal transduction activity or receptor binding;other molecular function";70;100;70;100;36;100;34;100
High;K7EKI8;Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=1;5078372.375;34616837.94;30958984.78;45576334.91;31972898.95;47446926.97;17494468.82;32876397.53;30504775.31;82279512.58;7329060.703;52809996.02;13460414.73;1585434.188;9464270.188;44406951.63;3015084.438;19448909.87;21198589.5;4489080.063;3660047.924;15131274.46;4155435.344;6737701.801;25358228.7;26339390.09;141258297.4;39514983.79;40420525.81;42211864.81;50477165.17;29385464.91;18884738.5;17590172.91;108511454.5;28108452.94;78833404.63;14869851.56;33015426.94;25373284.45;2180291.969;31497298.62;83188535.13;12197581.25;25883155.79;70863195.25;61056967.34;96384966.44;60440596.19;29381598.73;632932.8672;43153868.25;15320576.56;25490713.47;103778.3672;4661200.844;24510423.75;2952248.266;16978616.22;42451100.27;898693.9297;942384.4219;3272752.938;55481557.99;9496896.281;19073190.13;1725737.414;57794937;3651336.609;87700618.09;cell organization and biogenesis;"cytoskeleton;other cell component";;70;100;70;100;36;100;34;100
High;Q8WU76;Sec1 family domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SCFD2 PE=1 SV=2;4935104.063;53037963.23;41200620.98;17636999.47;28101285.41;32702435.03;12463578;35501122.16;27409301.81;45900096;14478414;23550633.02;13396701.13;21943771.44;51382760;33137747.27;41162535.81;20544350.26;17687762.38;52991394.5;26146212.5;20617014;37281839;5387360;5904319.719;52007011.45;56498142.15;47295243;53537660.15;35306406.35;34663087.38;97454276;42725526.89;26828589.92;63860772.34;61293812;73939590.75;70757460.06;88391722.94;53890408;18168485.66;45772623.95;61715854;14688870.44;32223963.72;56098469.13;44581880;26781747.69;41533788.41;10816283.56;13943573.1;16224356.19;80809.39844;;8923733.75;28601100.52;270166.9063;14434156.06;26131015.12;31169098.12;14139279.53;21730279.69;35356005.19;13352559;8964261.641;25646415.28;279129.5313;40554921.56;43424361.63;78109408.25;transport;"plasma membrane;other membranes;other cell component";other molecular function;69;98.57;69;98.57;36;100;33;97.06
High;P23528;Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;4918021.758;38720233.25;55240683.22;29085701.53;23484182.56;22501703.51;28668611.54;46317591.75;11212339.5;11174301.13;16786722.75;48721271.39;15763872.28;44364780.91;51524543.81;24162627.31;1464553.375;11263848.94;16994658.08;25921254.55;32514169.41;44799490.05;37687711;9166486.797;19606569.52;36893882.36;22797571.16;19266724.53;29263666.22;20184846.91;28747203.69;51226396.91;44479415.41;66427724.16;31687340.94;47967536.59;74510053.88;41079141.61;58257361.94;55563710.9;16145323.92;11754755.06;55786171.84;43644027.39;65060095.2;43750272.51;13795139.66;28937409.84;65449475.13;31788937.06;5225183.422;22104572.03;11337386.94;10563492.62;656124.043;16093167.39;7022870.422;26339582.06;60161769.34;3027879.406;9486891.641;2589469.947;24875813.2;24469348.88;36959923.58;39669754.68;1213780.594;14177556.59;28752513.5;57056568.29;"cell cycle OR cell proliferation;cell organization and biogenesis;signal transduction;other biological processes";"plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component";cytoskeletal activity;70;100;70;100;36;100;34;100
High;Q9UH99;SUN domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUN2 PE=1 SV=3;4892576.5;9240265.25;20421956;25148308.19;8542539;9127959;644815.8125;6183799;28947548.63;24788568.5;13021713.75;26215474.63;18169362.25;508352.875;13535929;49673264.5;4634931;40761647.25;11115487;11585844;7211630;5935499.125;;7018738.859;2454877.641;32602170;59086603;5946748;6735600.5;9791903.25;19621931.5;5570294.625;22863990.5;1100328.5;39251238.5;;12155144;15120270;29979150.88;14147614.38;529522;6300169.688;25892076.5;;13959734;6325662;19112139.75;17529724.5;26068742.75;14813377;2860198.188;8518095.75;20013081.94;11301147.77;;12844828.5;4984459.141;3035469;5131120.625;8137675.5;3540446.375;7118439.25;7446447;10364119.25;7194368;6833075.625;5769408.125;6702911.5;1591015.125;15267102.63;"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes";"other membranes;nucleus;other cytoplasmic organelle;other cell component";"cytoskeletal activity;other molecular function";66;94.29;66;94.29;35;97.22;31;91.18
